student_id,gender,grade_level,gpa_band,admission_subject_group,high_school_subject_orientation,location_type,family_income_level,willing_to_relocate,preferred_study_budget,career_priority,role_model_field,math_skill,language_skill,analytical_skill,creativity,problem_solving,technology_interest,business_interest,finance_interest,social_interest,design_interest,communication_skill,leadership,teamwork_preference,adaptability,stress_tolerance,practical_learning_preference,mentor_need,roadmap_need,guidance_need,learning_motivation,labor_market_awareness,growth_mindset,student_cluster,recommended_major,recommended_courses,recommended_mentor_type,recommended_career_path,data_type,assessment_source,generation_method,generated_version
S0060,Female,Grade 11,5.0-6.4,"D01 - Math, Literature, English",Language-Business-oriented,Rural,Medium,Yes,Medium,Salary,Finance,2,3,4,4,4,3,5,5,3,3,3,4,3,3,3,3,3,3,3,3,3,3,Business-Strategic,FinTech / Công nghệ tài chính,Finance Fundamentals; Excel for Business; SQL; Data Analytics; FinTech Introduction,Finance-Tech Mentor,FinTech Intern → Digital Finance Analyst → FinTech Product Specialist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0061,Prefer not to say,Grade 11,9.0-10.0,"D01 - Math, Literature, English",Language-Business-oriented,Suburban,Medium,Yes,Medium,Stability,Technology,4,2,5,4,4,3,5,5,3,3,3,3,3,3,3,3,4,4,2,1,5,3,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0062,Female,Grade 12,8.0-8.9,Undecided,Arts-Media-oriented,Suburban,High,Yes,Low,Salary,Design,2,2,3,5,3,1,3,3,2,5,3,3,3,2,2,4,3,2,3,2,3,5,Creative-Design,Digital Media and UX Design / Truyền thông số & Thiết kế UX,UI/UX Basics; Design Thinking; Content Strategy; Web Design,Design / Product Mentor,Design Assistant → UX/UI Designer → Product Designer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0063,Female,Grade 11,8.0-8.9,"A01 - Math, Physics, English",STEM-oriented,Urban,Low,No,Medium,Salary,Finance,3,2,5,3,4,5,3,4,4,2,5,3,4,3,3,5,3,3,3,2,5,4,Tech-Analytical,FinTech / Công nghệ tài chính,Finance Fundamentals; Excel for Business; SQL; Data Analytics; FinTech Introduction,Finance-Tech Mentor,FinTech Intern → Digital Finance Analyst → FinTech Product Specialist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0064,Male,Grade 12,6.5-7.9,Undecided,Undecided,Urban,Medium,No,High,Passion,Business,3,3,2,2,4,3,2,3,4,4,4,2,2,4,2,3,5,5,5,5,3,4,Balanced Explorer,Career Exploration / Định hướng nghề nghiệp,Career Exploration; Basic IT; Communication; Study Planning; Self-Assessment,General Career Mentor,Exploration Stage → Foundation Courses → Major Selection,synthetic,assessment_driven,domain_informed_rules,v1.4
S0065,Male,Grade 11,8.0-8.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Urban,Medium,No,High,Salary,Finance,4,3,5,3,5,5,3,2,2,1,4,2,3,3,2,5,4,3,3,3,3,5,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0066,Female,Grade 11,8.0-8.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Urban,High,Undecided,Medium,Social Impact,Undecided,5,4,5,4,4,4,3,2,3,3,4,3,3,4,4,5,3,2,3,3,4,5,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0067,Female,Grade 11,6.5-7.9,"D01 - Math, Literature, English",Language-Business-oriented,Suburban,High,Yes,Medium,Passion,Finance,3,3,3,2,3,3,4,3,4,3,5,3,4,3,2,3,4,4,3,3,4,3,Social-Communicative,Human Resource Management / Quản trị nhân lực,Communication; Psychology Basics; HR Management; Career Planning,HR / Career Mentor,HR Student → Training Assistant → HR Specialist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0068,Female,Grade 11,6.5-7.9,"B00 - Math, Chemistry, Biology",Natural-science / Healthcare-oriented,Urban,Medium,Yes,High,Passion,Healthcare,5,3,5,4,3,3,2,4,3,5,2,3,4,5,5,5,4,4,3,3,2,4,Tech-Analytical,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0069,Female,Grade 11,5.0-6.4,"A01 - Math, Physics, English",STEM-oriented,Suburban,High,No,Medium,Stability,Business,3,3,4,4,4,4,4,3,2,2,4,4,4,3,1,4,4,4,3,2,4,5,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0070,Male,Grade 12,6.5-7.9,"A01 - Math, Physics, English",STEM-oriented,Suburban,High,Yes,Medium,Salary,Undecided,4,4,3,2,4,2,5,3,3,2,4,4,2,1,2,4,4,3,3,3,3,4,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0071,Female,Grade 11,8.0-8.9,"D01 - Math, Literature, English",Language-Business-oriented,Urban,High,Undecided,Medium,Salary,Media & Communication,5,4,4,3,2,2,4,5,4,2,4,3,3,2,1,4,4,3,3,3,3,3,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0072,Male,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-Business-oriented,Rural,Low,No,Medium,Passion,Finance,3,3,3,3,3,2,5,4,2,3,4,2,3,3,3,3,3,2,3,2,2,4,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0073,Female,Grade 12,6.5-7.9,"C00 - Literature, History, Geography",Social-science-oriented,Rural,Medium,Undecided,Low,Passion,Finance,1,2,3,5,3,3,3,4,3,4,3,2,3,4,5,4,3,2,4,3,3,5,Creative-Design,Digital Media and UX Design / Truyền thông số & Thiết kế UX,UI/UX Basics; Design Thinking; Content Strategy; Web Design,Design / Product Mentor,Design Student → UI/UX Intern → UX Designer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0074,Female,Grade 12,8.0-8.9,"A01 - Math, Physics, English",STEM-Business-oriented,Suburban,Medium,Yes,Medium,Growth,Education,3,3,3,4,3,2,4,2,5,4,3,4,3,4,3,2,4,5,4,3,2,3,Balanced Explorer,Career Exploration / Định hướng nghề nghiệp,Career Exploration; Basic IT; Communication; Study Planning; Self-Assessment,General Career Mentor,Exploration Stage → Foundation Courses → Major Selection,synthetic,assessment_driven,domain_informed_rules,v1.4
S0075,Male,Grade 11,9.0-10.0,"D01 - Math, Literature, English",Language-Media-oriented,Suburban,High,Yes,Medium,Passion,Undecided,5,2,4,4,3,3,3,5,3,4,4,5,3,3,5,3,3,3,3,4,3,5,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0076,Male,Grade 11,8.0-8.9,"C00 - Literature, History, Geography",Social-science-oriented,Rural,Medium,Yes,Medium,Growth,Technology,4,1,4,4,3,2,3,5,3,3,3,3,2,4,4,4,4,4,3,3,4,3,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0077,Female,Grade 11,Below 5.0,"C00 - Literature, History, Geography",Law-oriented,Suburban,Medium,Undecided,High,Growth,Media & Communication,2,5,3,3,3,3,4,3,5,2,5,5,3,2,3,3,4,4,4,4,3,3,Social-Communicative,Communication and Digital Media / Truyền thông & Truyền thông số,Communication; Content Creation; Digital Marketing; Media Planning,Communication / Media Mentor,Content Assistant → Communication Specialist → Digital Media Strategist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0078,Male,Grade 12,6.5-7.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Urban,Medium,Undecided,High,Growth,Technology,4,4,4,2,5,3,3,4,3,3,4,4,4,3,2,3,4,4,2,4,4,5,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0079,Male,Grade 12,8.0-8.9,"A01 - Math, Physics, English",STEM-oriented,Rural,Low,Undecided,Low,Salary,Business,5,4,4,3,4,4,4,2,2,2,4,4,3,3,4,5,2,4,4,3,3,5,Tech-Analytical,Management Information Systems / Hệ thống thông tin quản lý,Python Basics; SQL; Business Analytics; Introduction to AI,Business-Tech Mentor,IT/IM Student → Data Intern → Business/Data Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0080,Male,Grade 12,9.0-10.0,"A00 - Math, Physics, Chemistry",STEM-oriented,Rural,Medium,Yes,High,Salary,Finance,2,4,4,2,3,4,4,5,4,4,4,4,3,2,3,2,5,3,3,3,4,5,Finance-Oriented,FinTech / Công nghệ tài chính,Accounting Basics; Financial Analysis; Excel; SQL; FinTech Basics,Finance-Tech Mentor,Finance Student → Credit/Data Intern → Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0081,Female,Grade 11,6.5-7.9,Undecided,Business-Finance-oriented,Suburban,Low,Yes,Medium,Growth,Education,3,2,3,3,4,3,4,3,3,2,5,4,2,3,4,3,4,2,3,3,5,4,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0082,Male,Grade 11,8.0-8.9,"A01 - Math, Physics, English",STEM-oriented,Suburban,Low,No,Medium,Social Impact,Technology,2,3,3,4,4,5,5,3,2,2,3,5,3,2,3,3,3,5,4,3,3,3,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0083,Female,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-oriented,Suburban,Low,No,Medium,Passion,Technology,3,3,2,3,3,3,3,3,3,2,4,3,3,4,3,4,4,4,5,3,3,3,Balanced Explorer,Career Exploration / Định hướng nghề nghiệp,Career Exploration; Basic IT; Communication; Study Planning; Self-Assessment,General Career Mentor,Exploration Stage → Foundation Courses → Major Selection,synthetic,assessment_driven,domain_informed_rules,v1.4
S0084,Female,Grade 12,8.0-8.9,Undecided,Arts-Media-oriented,Suburban,Medium,No,High,Salary,Media & Communication,3,3,2,4,3,3,2,4,2,5,4,3,4,2,4,5,2,4,3,3,3,4,Creative-Design,Digital Media and UX Design / Truyền thông số & Thiết kế UX,UI/UX Basics; Design Thinking; Content Strategy; Web Design,Design / Product Mentor,Design Student → UI/UX Intern → UX Designer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0085,Female,Grade 11,8.0-8.9,"D01 - Math, Literature, English",Language-Business-oriented,Urban,Medium,No,Low,Social Impact,Finance,4,4,2,4,2,4,4,2,4,2,4,3,5,4,4,3,4,2,3,4,4,2,Social-Communicative,Human Resource Management / Quản trị nhân lực,Communication; Psychology Basics; HR Management; Career Planning; Online Learning Resources,HR / Career Mentor,HR Student → Training Assistant → HR Specialist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0086,Male,Grade 12,6.5-7.9,"A01 - Math, Physics, English",STEM-Business-oriented,Rural,Medium,Undecided,Medium,Salary,Business,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,3,3,Balanced Explorer,Career Exploration / Định hướng nghề nghiệp,Career Exploration; Basic IT; Communication; Study Planning; Self-Assessment,General Career Mentor,Exploration Stage → Foundation Courses → Major Selection,synthetic,assessment_driven,domain_informed_rules,v1.4
S0087,Male,Grade 11,6.5-7.9,"D01 - Math, Literature, English",Language-Business-oriented,Rural,High,Undecided,Medium,Passion,Business,3,2,2,2,3,4,5,3,3,2,3,2,3,3,2,2,5,4,5,5,2,1,Balanced Explorer,Career Exploration / Định hướng nghề nghiệp,Career Exploration; Basic IT; Communication; Study Planning; Self-Assessment,General Career Mentor,Exploration Stage → Foundation Courses → Major Selection,synthetic,assessment_driven,domain_informed_rules,v1.4
S0088,Male,Grade 12,6.5-7.9,"D01 - Math, Literature, English",Language-Business-oriented,Rural,High,Yes,Low,Salary,Media & Communication,4,4,5,2,3,3,4,5,2,3,3,4,3,3,3,3,3,3,3,3,4,5,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0089,Female,Grade 12,9.0-10.0,"D01 - Math, Literature, English",Language-oriented,Rural,Medium,Yes,Low,Passion,Technology,3,4,4,3,3,4,2,5,4,3,3,3,3,3,3,3,3,3,3,4,4,2,Finance-Oriented,FinTech / Công nghệ tài chính,Accounting Basics; Financial Analysis; Excel; SQL; FinTech Basics,Finance-Tech Mentor,Finance Student → Credit/Data Intern → Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0090,Male,Grade 11,9.0-10.0,"A01 - Math, Physics, English",STEM-oriented,Suburban,Medium,Undecided,Medium,Growth,Business,4,3,4,4,4,2,4,4,2,3,4,4,3,4,5,3,3,4,4,4,5,4,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0091,Female,Grade 11,8.0-8.9,Undecided,Business-Finance-oriented,Urban,Medium,Yes,High,Passion,Business,3,2,4,2,3,3,4,3,2,3,4,4,3,4,3,2,2,3,4,3,4,3,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0092,Male,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-Media-oriented,Urban,Low,Undecided,Medium,Passion,Education,3,3,3,3,4,2,1,3,5,4,5,3,5,2,1,3,5,5,4,3,3,2,Social-Communicative,Education and Counseling / Giáo dục & Tư vấn học đường,Communication; Psychology Basics; Education Studies; Career Planning,Education / Counseling Mentor,Education Student → Teaching Assistant → Education Consultant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0093,Male,Grade 11,8.0-8.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Suburban,Low,Undecided,Low,Salary,Media & Communication,3,3,4,3,2,4,4,5,3,3,4,2,3,3,2,2,3,4,3,3,5,4,Finance-Oriented,FinTech / Công nghệ tài chính,Accounting Basics; Financial Analysis; Excel; SQL; FinTech Basics,Finance-Tech Mentor,Finance Student → Credit/Data Intern → Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0094,Male,Grade 11,9.0-10.0,Undecided,Business-Finance-oriented,Urban,Low,Yes,Low,Growth,Business,3,3,3,1,4,4,5,4,4,3,4,4,3,3,3,3,3,3,3,2,2,4,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0095,Female,Grade 12,8.0-8.9,"A00 - Math, Physics, Chemistry",Natural-science / Healthcare-oriented,Urban,Medium,Yes,Medium,Salary,Healthcare,3,3,4,3,5,5,3,3,2,4,3,4,2,2,3,4,2,3,4,2,4,3,Tech-Analytical,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0096,Male,Grade 11,5.0-6.4,"A00 - Math, Physics, Chemistry",STEM-oriented,Rural,High,Yes,Medium,Social Impact,Business,4,3,5,3,3,3,3,5,3,3,2,1,3,5,5,3,3,3,3,2,5,4,Finance-Oriented,FinTech / Công nghệ tài chính,Finance Fundamentals; Excel for Business; SQL; Data Analytics; FinTech Introduction,Finance-Tech Mentor,Finance Foundation → Data Skills → FinTech / Digital Banking Pathway,synthetic,assessment_driven,domain_informed_rules,v1.4
S0097,Male,Grade 12,8.0-8.9,Undecided,Business-Finance-oriented,Urban,Low,No,Low,Salary,Finance,3,3,4,3,4,3,5,5,2,2,4,4,3,3,3,4,2,3,3,2,4,5,Business-Strategic,FinTech / Công nghệ tài chính,Finance Fundamentals; Excel for Business; SQL; Data Analytics; FinTech Introduction,Finance-Tech Mentor,FinTech Intern → Digital Finance Analyst → FinTech Product Specialist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0098,Prefer not to say,Grade 11,8.0-8.9,"A01 - Math, Physics, English",STEM-oriented,Suburban,Low,No,High,Growth,Healthcare,4,3,3,3,3,3,5,5,2,3,3,4,4,2,3,2,3,3,4,3,4,4,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0099,Female,Grade 11,8.0-8.9,"C00 - Literature, History, Geography",Law-oriented,Suburban,Medium,Yes,Medium,Passion,Technology,5,3,3,5,3,3,3,3,5,1,5,3,4,3,2,2,4,5,3,3,3,3,Social-Communicative,Education and Counseling / Giáo dục & Tư vấn học đường,Communication; Psychology Basics; Education Studies; Career Planning,Education / Counseling Mentor,Education Student → Teaching Assistant → Education Consultant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0100,Female,Grade 12,6.5-7.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Urban,Medium,Undecided,Medium,Stability,Finance,4,3,5,4,4,5,2,2,3,4,3,3,3,2,2,5,3,3,3,3,3,5,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
